BASE_YM,BASE_YEAR,BASE_MT,CTPRVN_CD,CTPRVN_NM,SCRNG_MOVIE_CO,MOVIE_ADNC_CO,EXPNDTR_PRICE,POPLTN_PER_MOVIE_ADNC_CO,MOVIE_ADNC_CO_SCORE,EXPNDTR_PRICE_SCORE,GNRLZ_SCORE,STDR_SCRNG_MOVIE_CO,STDR_MOVIE_ADNC_CO,STDR_EXPNDTR_PRICE
201901,2019,01,00,전국,370,18122443,151161478196.00000,349.67666,137.52270,108.25541,122.88905,234.58333,2410351.25000,25540506805.66667
201901,2019,01,11,서울시,230,4465221,38595296956.00000,457.20759,179.81303,146.67747,163.24525,234.58333,2410351.25000,25540506805.66667
201901,2019,01,26,부산시,108,1269274,10633895350.00000,369.16183,145.18593,114.79219,129.98906,234.58333,2410351.25000,25540506805.66667
201901,2019,01,27,대구시,105,937861,7986547030.00000,381.18512,149.91451,120.48003,135.19727,234.58333,2410351.25000,25540506805.66667
201901,2019,01,28,인천시,88,947468,7909419120.00000,320.53279,126.06084,99.31413,112.68749,234.58333,2410351.25000,25540506805.66667
201901,2019,01,29,광주시,79,652610,5314382870.00000,447.04459,175.81608,135.11654,155.46631,234.58333,2410351.25000,25540506805.66667
201901,2019,01,30,대전시,73,624284,5300359300.00000,419.34138,164.92081,132.14459,148.53270,234.58333,2410351.25000,25540506805.66667
201901,2019,01,31,울산시,48,409109,3424382090.00000,354.27257,139.33020,110.06247,124.69634,234.58333,2410351.25000,25540506805.66667
201901,2019,01,36,세종시,33,92356,749879640.00000,291.51490,114.64853,87.85081,101.24967,234.58333,2410351.25000,25540506805.66667
201901,2019,01,41,경기도,119,4401927,36734073090.00000,336.26502,132.24810,104.15173,118.19991,234.58333,2410351.25000,25540506805.66667
201901,2019,01,43,충청북도,65,490390,4001325400.00000,306.65570,120.60319,92.86924,106.73621,234.58333,2410351.25000,25540506805.66667
201901,2019,01,44,충청남도,86,624532,4993399710.00000,293.78722,115.54220,87.18326,101.36273,234.58333,2410351.25000,25540506805.66667
201901,2019,01,45,전라북도,74,548026,4354272680.00000,298.72796,117.48532,88.09452,102.78992,234.58333,2410351.25000,25540506805.66667
201901,2019,01,46,전라남도,47,442343,3340854650.00000,235.42608,92.58962,65.99508,79.29235,234.58333,2410351.25000,25540506805.66667
201901,2019,01,47,경상북도,89,618580,4924809260.00000,231.33091,90.97905,68.35744,79.66824,234.58333,2410351.25000,25540506805.66667
201901,2019,01,48,경상남도,139,941315,7667379340.00000,279.05582,109.74856,84.36487,97.05671,234.58333,2410351.25000,25540506805.66667
201901,2019,01,50,제주도,43,202772,1667704210.00000,303.85248,119.50072,92.75394,106.12733,234.58333,2410351.25000,25540506805.66667
201901,2019,01,51,강원도,67,454375,3563497500.00000,294.72470,115.91090,85.79009,100.85049,234.58333,2410351.25000,25540506805.66667
201902,2019,02,00,전국,318,22277733,189990807970.00000,429.82696,169.04464,136.05478,152.54971,234.58333,2410351.25000,25540506805.66667
201902,2019,02,11,서울시,230,5385432,47274720440.00000,551.18530,216.77309,179.58275,198.17792,234.58333,2410351.25000,25540506805.66667
201902,2019,02,26,부산시,94,1558115,13318043880.00000,453.43734,178.33025,143.85229,161.09127,234.58333,2410351.25000,25540506805.66667
