BASE_YM,BASE_YEAR,BASE_MT,CTPRVN_CD,CTPRVN_NM,SCRNG_MOVIE_CO,MOVIE_ADNC_CO,EXPNDTR_PRICE,POPLTN_PER_MOVIE_ADNC_CO,MOVIE_ADNC_CO_SCORE,EXPNDTR_PRICE_SCORE,GNRLZ_SCORE,STDR_SCRNG_MOVIE_CO,STDR_MOVIE_ADNC_CO,STDR_EXPNDTR_PRICE
202101,2021,01,00,전국,382,1786117,15793377040.00000,34.46377,13.55409,11.31062,12.43236,234.58333,2410351.25000,25540506805.66667
202101,2021,01,11,서울시,275,590817,5318627980.00000,61.17404,24.05885,20.43960,22.24923,234.58333,2410351.25000,25540506805.66667
202101,2021,01,26,부산시,137,119288,1014291820.00000,35.19455,13.84150,11.10709,12.47429,234.58333,2410351.25000,25540506805.66667
202101,2021,01,27,대구시,110,88474,768462800.00000,36.62287,14.40324,11.80642,13.10483,234.58333,2410351.25000,25540506805.66667
202101,2021,01,28,인천시,93,83502,745635540.00000,28.37837,11.16080,9.40537,10.28308,234.58333,2410351.25000,25540506805.66667
202101,2021,01,29,광주시,87,51066,442468160.00000,35.23944,13.85915,11.33281,12.59598,234.58333,2410351.25000,25540506805.66667
202101,2021,01,30,대전시,89,65470,577949060.00000,44.74161,17.59622,14.65944,16.12783,234.58333,2410351.25000,25540506805.66667
202101,2021,01,31,울산시,72,34016,294197710.00000,29.96028,11.78294,9.61746,10.70020,234.58333,2410351.25000,25540506805.66667
202101,2021,01,36,세종시,53,13232,111203740.00000,36.97422,14.54142,11.53324,13.03733,234.58333,2410351.25000,25540506805.66667
202101,2021,01,41,경기도,127,425861,3822158100.00000,31.66371,12.45287,10.54778,11.50033,234.58333,2410351.25000,25540506805.66667
202101,2021,01,43,충청북도,72,33981,292469710.00000,21.24267,8.35443,6.78598,7.57020,234.58333,2410351.25000,25540506805.66667
202101,2021,01,44,충청남도,109,51795,450478930.00000,24.43348,9.60933,7.88734,8.74834,234.58333,2410351.25000,25540506805.66667
202101,2021,01,45,전라북도,87,47056,403111270.00000,26.10237,10.26568,8.29943,9.28256,234.58333,2410351.25000,25540506805.66667
202101,2021,01,46,전라남도,43,28938,239470560.00000,15.63730,6.14992,4.80291,5.47641,234.58333,2410351.25000,25540506805.66667
202101,2021,01,47,경상북도,78,32390,281311430.00000,12.27992,4.82951,3.95850,4.39401,234.58333,2410351.25000,25540506805.66667
202101,2021,01,48,경상남도,105,68928,593823920.00000,20.64704,8.12018,6.60204,7.36111,234.58333,2410351.25000,25540506805.66667
202101,2021,01,50,제주도,55,18747,161143140.00000,27.78918,10.92908,8.86573,9.89740,234.58333,2410351.25000,25540506805.66667
202101,2021,01,51,강원도,72,32556,276573170.00000,21.11700,8.30501,6.65840,7.48170,234.58333,2410351.25000,25540506805.66667
202102,2021,02,00,전국,385,3111920,28738934810.00000,60.04769,23.61587,20.58245,22.09916,234.58333,2410351.25000,25540506805.66667
202102,2021,02,11,서울시,274,923216,8627546660.00000,95.68387,37.63106,33.18802,35.40954,234.58333,2410351.25000,25540506805.66667
202102,2021,02,26,부산시,168,230308,2078967390.00000,67.98236,26.73647,22.77684,24.75665,234.58333,2410351.25000,25540506805.66667
202102,2021,02,27,대구시,131,155760,1413295550.00000,64.54524,25.38470,21.73701,23.56085,234.58333,2410351.25000,25540506805.66667
202102,2021,02,28,인천시,118,151116,1423811050.00000,51.37021,20.20315,17.96436,19.08376,234.58333,2410351.25000,25540506805.66667
202102,2021,02,29,광주시,107,95372,865420370.00000,65.86678,25.90444,22.18356,24.04400,234.58333,2410351.25000,25540506805.66667
202102,2021,02,30,대전시,109,114741,1057070790.00000,78.47878,30.86455,26.83467,28.84961,234.58333,2410351.25000,25540506805.66667
202102,2021,02,31,울산시,91,68130,630931390.00000,60.13489,23.65017,20.66944,22.15981,234.58333,2410351.25000,25540506805.66667
202102,2021,02,36,세종시,60,17385,154958140.00000,48.34955,19.01517,15.99524,17.50520,234.58333,2410351.25000,25540506805.66667
202102,2021,02,41,경기도,146,723821,6808620500.00000,53.72877,21.13074,18.75830,19.94452,234.58333,2410351.25000,25540506805.66667
202102,2021,02,43,충청북도,84,68034,613401590.00000,42.54460,16.73217,14.23711,15.48464,234.58333,2410351.25000,25540506805.66667
202102,2021,02,44,충청남도,143,97294,885399560.00000,45.90331,18.05310,15.50443,16.77877,234.58333,2410351.25000,25540506805.66667
202102,2021,02,45,전라북도,115,89605,791422330.00000,49.74410,19.56363,16.30708,17.93535,234.58333,2410351.25000,25540506805.66667
202102,2021,02,46,전라남도,63,53914,483660060.00000,29.14593,11.46267,9.70455,10.58361,234.58333,2410351.25000,25540506805.66667
202102,2021,02,47,경상북도,85,77315,686901510.00000,29.32212,11.53196,9.66907,10.60051,234.58333,2410351.25000,25540506805.66667
202102,2021,02,48,경상남도,106,146274,1318965460.00000,43.84653,17.24420,14.67439,15.95929,234.58333,2410351.25000,25540506805.66667
